_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,choose_path,choose_path:confidence,choose_path_gold,end,path_1,path_2,path_3,path_4,path_5,start
409669322,false,,finalized,5,2/7/2014 15:23:55,-&gt;Human_settlement-&gt;Settlement_geography-&gt;,0.3932,,Human_settlement,-&gt;Human_settlement-&gt;Settlement_geography-&gt;,-&gt;Human_settlement-&gt;Pueblo-&gt;,-&gt;Human_settlement-&gt;Types_of_inhabited_localities_in_Russia-&gt;,-&gt;Human_settlement-&gt;Archaeology-&gt;,-&gt;Human_settlement-&gt;City-&gt;,Villages_in_Milicz_County
409669323,false,,finalized,5,2/7/2014 15:25:20,-&gt;Axminster-&gt;List_of_sovereign_states-&gt;,0.81,,Japan,-&gt;England-&gt;Parliamentary_system-&gt;,-&gt;England-&gt;London_Stock_Exchange-&gt;,-&gt;Axminster-&gt;List_of_sovereign_states-&gt;,-&gt;England-&gt;Brazil-&gt;,-&gt;England-&gt;London_Stock_Exchange-&gt;,People_from_Axminster
409669324,false,,finalized,5,2/7/2014 15:02:08,"-&gt;University_of_California,_Riverside-&gt;Lake_Elsinore_Storm-&gt;",0.6098,,Sonoma_County_Roller_Derby,"-&gt;University_of_California,_Riverside-&gt;Desert_Fire_Cats-&gt;","-&gt;University_of_California,_Riverside-&gt;Inland_Empire_66ers_of_San_Bernardino-&gt;","-&gt;University_of_California,_Riverside-&gt;High_Desert_Mavericks-&gt;","-&gt;University_of_California,_Riverside-&gt;Lake_Elsinore_Storm-&gt;","-&gt;University_of_California,_Riverside-&gt;Rancho_Cucamonga_Quakes-&gt;",Lisa_Raphals
409669325,false,,finalized,5,2/7/2014 15:06:28,"-&gt;Bethel_Park,_Pennsylvania-&gt;New_York_metropolitan_area-&gt;",0.6016,,"Ocean_County,_New_Jersey","-&gt;Bethel_Park,_Pennsylvania-&gt;New_York_metropolitan_area-&gt;","-&gt;Bethel_Park,_Pennsylvania-&gt;Philadelphia-&gt;","-&gt;Bethel_Park,_Pennsylvania-&gt;Delaware_County,_Pennsylvania-&gt;","-&gt;Bethel_Park,_Pennsylvania-&gt;Piedmont_(United_States)-&gt;","-&gt;Bethel_Park,_Pennsylvania-&gt;Reading,_Pennsylvania-&gt;",Munroe_(PAT_station)
409669326,false,,finalized,5,2/7/2014 15:08:51,-&gt;Temperature-&gt;Electron-&gt;,0.5776,,Lightning,-&gt;Temperature-&gt;,-&gt;Temperature-&gt;Electron-&gt;,-&gt;Slag-&gt;Glass-&gt;,-&gt;Temperature-&gt;Cloud-&gt;,-&gt;Temperature-&gt;Haines_Index-&gt;,Pyrometer
409669327,false,,finalized,5,2/7/2014 15:19:25,-&gt;List_of_Hobbits-&gt;List_of_Hobbits-&gt;,0.6,,List_of_Middle-earth_Orcs,-&gt;List_of_Hobbits-&gt;List_of_Hobbits-&gt;,-&gt;List_of_Hobbits-&gt;The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring-&gt;,-&gt;List_of_Hobbits-&gt;Magic_(Middle-earth)-&gt;,-&gt;List_of_Hobbits-&gt;List_of_Middle-earth_rivers-&gt;,-&gt;List_of_Hobbits-&gt;Gollum-&gt;,Hamson_Gamgee
409669328,false,,finalized,5,2/7/2014 15:38:53,-&gt;Science_fiction-&gt;Materials_science-&gt;,0.7966,,Environmental_social_science,-&gt;Science_fiction-&gt;,-&gt;William_Gibson-&gt;Science_fiction-&gt;,-&gt;Science_fiction-&gt;Cognitive_science-&gt;,-&gt;Science_fiction-&gt;Materials_science-&gt;,-&gt;Alfred_Bester-&gt;Science_fiction-&gt;,Altri_Mondi
409669329,false,,finalized,5,2/7/2014 14:59:58,-&gt;Russia-&gt;Population_transfer_in_the_Soviet_Union-&gt;,0.3939,,Peasant,-&gt;Types_of_inhabited_localities_in_Russia-&gt;Khutor-&gt;,-&gt;Russia-&gt;Population_transfer_in_the_Soviet_Union-&gt;,-&gt;Russia-&gt;Finnish_Civil_War-&gt;,-&gt;Russia-&gt;Emancipation_reform_of_1861-&gt;,-&gt;Russia-&gt;Mikhail_Sholokhov-&gt;,Ustrovka
409669330,false,,finalized,6,2/7/2014 15:41:00,-&gt;Greek_language-&gt;Modern_Greek_literature-&gt;,0.8276,,Ancient_Greek_phonology,-&gt;Ionian_Sea-&gt;Outline_of_ancient_Greece-&gt;,-&gt;Greek_language-&gt;Pontic_Greek-&gt;,-&gt;Greek_language-&gt;Sampi-&gt;,-&gt;Greek_language-&gt;Modern_Greek_literature-&gt;,"-&gt;Greek_language-&gt;Misthi,_Cappadocia-&gt;",Artabanes_(general)
409669331,false,,finalized,5,2/7/2014 15:23:03,-&gt;Australia-&gt;Republic_of_Ireland-&gt;,0.5918,,Folk_music_of_Ireland,-&gt;Denmark-&gt;Ireland-&gt;,-&gt;Blacksmith-&gt;Cornwall-&gt;,-&gt;Australia-&gt;Republic_of_Ireland-&gt;,-&gt;Australia-&gt;Republic_of_Ireland-&gt;,-&gt;Pizza-&gt;Scotland-&gt;,Alan_Scott_(blacksmith)
409669332,false,,finalized,5,2/7/2014 15:30:40,-&gt;Provinces_of_Japan-&gt;Harima_Province-&gt;,0.7792,,Awa_Province_(Tokushima),-&gt;Provinces_of_Japan-&gt;Harima_Province-&gt;,-&gt;Provinces_of_Japan-&gt;Daimyo-&gt;,-&gt;Provinces_of_Japan-&gt;Echigo_Province-&gt;,-&gt;Han_system-&gt;Kaga_Province-&gt;,-&gt;Japan-&gt;Japanese_raccoon_dog-&gt;,Ryukyu_Domain
409669333,false,,finalized,5,2/7/2014 15:14:08,-&gt;Geographic_coordinate_system-&gt;Cartography-&gt;,0.8146,,Geographic_information_system,-&gt;Geographic_coordinate_system-&gt;Digital_Earth_Reference_Model-&gt;,-&gt;Time_zone-&gt;Appalachian_Mountains-&gt;,-&gt;Geographic_coordinate_system-&gt;Cartography-&gt;,-&gt;Afghanistan-&gt;Archaeology-&gt;,-&gt;Time_zone-&gt;PostgreSQL-&gt;,Khaval
409669334,false,,finalized,6,2/7/2014 15:10:19,-&gt;Cyperus-&gt;Cyperus_bulbosus-&gt;,0.8301,,Cyperus,-&gt;Cyperus-&gt;Cyperus_tegetiformis-&gt;,-&gt;Cyperus-&gt;Cyperus_eragrostis-&gt;,-&gt;Cyperus-&gt;Cyperus_odoratus-&gt;,-&gt;Cyperus-&gt;Cyperus_fauriei-&gt;,-&gt;Cyperus-&gt;Cyperus_bulbosus-&gt;,Cyperus
409669335,false,,finalized,5,2/7/2014 15:21:55,-&gt;Big_Brother_(TV_series)-&gt;Egypt-&gt;,0.4209,,Cognate,-&gt;Defamation-&gt;Nationality-&gt;,-&gt;Big_Brother_(TV_series)-&gt;Egypt-&gt;,-&gt;Defamation-&gt;News-&gt;,-&gt;Philippines-&gt;Iran-&gt;,-&gt;Gerald_Anderson-&gt;Gold-&gt;,Melisa_Cantiveros
409669336,false,,finalized,5,2/7/2014 15:01:41,-&gt;Politician-&gt;Democracy-&gt;,0.7885,,Voting,-&gt;Politician-&gt;Index_of_politics_articles-&gt;,-&gt;Politician-&gt;Electoral_fraud-&gt;,-&gt;Politician-&gt;Voting_system-&gt;,-&gt;Politician-&gt;List_of_political_scientists-&gt;,-&gt;Politician-&gt;Democracy-&gt;,Gerd_Andres
409669337,false,,finalized,5,2/7/2014 15:07:20,"-&gt;Marion_County,_Illinois-&gt;Bond_County,_Illinois-&gt;",0.5893,,"Alexander_County,_Illinois","-&gt;Marion_County,_Illinois-&gt;Edgar_County,_Illinois-&gt;","-&gt;Marion_County,_Illinois-&gt;Glenview,_Cook_County,_Illinois-&gt;","-&gt;Marion_County,_Illinois-&gt;Bradley,_Illinois-&gt;","-&gt;Marion_County,_Illinois-&gt;Foster_Township,_Marion_County,_Illinois-&gt;","-&gt;Marion_County,_Illinois-&gt;Bond_County,_Illinois-&gt;","Centralia,_IL_Micropolitan_Statistical_Area"
409669338,false,,finalized,5,2/7/2014 15:15:41,-&gt;Russia-&gt;Russia-&gt;,0.596,,Polymath,-&gt;Samovar-&gt;Infusion-&gt;,-&gt;Anton_Chekhov-&gt;George_Steiner-&gt;,-&gt;Russia-&gt;Asia-&gt;,-&gt;Russia-&gt;Russia-&gt;,-&gt;Taganrog_during_World_War_II-&gt;Russia-&gt;,Chekhov_Shop
409669339,false,,finalized,5,2/7/2014 15:07:33,-&gt;Boeing_KB-29-&gt;Boeing-&gt;,0.428,,Frank_Shrontz,-&gt;Boeing_KB-29-&gt;Boeing-&gt;,-&gt;Republic_of_Singapore_Air_Force-&gt;Boeing-&gt;,"-&gt;Republic_of_Singapore_Air_Force-&gt;Boeing_Defense,_Space_&_Security-&gt;",-&gt;Douglas_A-4_Skyhawk-&gt;McDonnell_Douglas-&gt;,-&gt;Boeing_KB-29-&gt;Boeing-&gt;,List_of_tanker_aircraft
409669340,false,,finalized,6,2/7/2014 16:07:46,-&gt;DeCavalcante_crime_family-&gt;,0.4639,,Genovese_crime_family,-&gt;DeCavalcante_crime_family-&gt;,-&gt;The_Sopranos-&gt;Junior_Soprano-&gt;,-&gt;DeCavalcante_crime_family-&gt;Philip_Abramo-&gt;,-&gt;DeCavalcante_crime_family-&gt;Anthony_Capo-&gt;,-&gt;1998_Bank_of_America_robbery-&gt;Kansas_City_crime_family-&gt;,Ralph_Guarino
409669341,false,,finalized,5,2/7/2014 15:43:55,-&gt;Consolidated_Aircraft-&gt;,0.6164,,List_of_firsts_in_aviation,-&gt;Boeing_Model_8-&gt;,-&gt;North_American_B-25_Mitchell-&gt;,-&gt;Hall_XP2H-&gt;,-&gt;Consolidated_Aircraft-&gt;,-&gt;Canadian_Vickers-&gt;,Boeing_XPB
409669342,false,,finalized,5,2/7/2014 15:01:30,-&gt;Transdev_Blazefield-&gt;Ayrshire_Bus_Owners_(A1_Service)-&gt;,0.5776,,Pennine_Blue,-&gt;Transdev_Blazefield-&gt;,-&gt;Transdev_Blazefield-&gt;Badgerline-&gt;,-&gt;Transdev_Blazefield-&gt;Southern_National-&gt;,-&gt;Transdev_Blazefield-&gt;London_Country_South_West-&gt;,-&gt;Transdev_Blazefield-&gt;Ayrshire_Bus_Owners_(A1_Service)-&gt;,Transdev_York
409669343,false,,finalized,5,2/7/2014 15:08:53,-&gt;Provinces_of_Italy-&gt;Culture_of_Italy-&gt;,0.3931,,Vilfredo_Pareto,-&gt;Provinces_of_Italy-&gt;Culture_of_Italy-&gt;,-&gt;Sardinia-&gt;Benito_Mussolini-&gt;,-&gt;Provinces_of_Italy-&gt;Turin-&gt;,-&gt;List_of_Sardinians-&gt;Antonio_Gramsci-&gt;,-&gt;Sardinian_language-&gt;Benito_Mussolini-&gt;,Sardinia
409669344,false,,finalized,5,2/7/2014 15:43:55,-&gt;Botiidae-&gt;Biological_classification-&gt;,0.596,,Species,-&gt;Botiidae-&gt;Biological_classification-&gt;,-&gt;Biological_classification-&gt;Ernst_Mayr-&gt;,-&gt;Southeast_Asia-&gt;Ocean-&gt;,-&gt;Cypriniformes-&gt;Myctophiformes-&gt;,-&gt;Edward_Blyth-&gt;,Syncrossus
409669345,false,,finalized,6,2/7/2014 15:10:58,-&gt;Bank-&gt;ISO_31000-&gt;,0.5109,,International_Standard_Serial_Number,-&gt;Bank-&gt;ISO_31000-&gt;,-&gt;Christine_Todd_Whitman-&gt;Richard_Nixon-&gt;,"-&gt;Trenton,_New_Jersey-&gt;Latin_America-&gt;",-&gt;Christine_Todd_Whitman-&gt;The_Weekly_Standard-&gt;,-&gt;Christine_Todd_Whitman-&gt;George_W._Bush-&gt;,New_Jersey_Department_of_Banking_and_Insurance
409669346,false,,finalized,5,2/7/2014 15:32:18,-&gt;Ardabil_Province-&gt;,0.7953,,Abi_Beyglu,"-&gt;Nir,_Ardabil-&gt;",-&gt;Ardabil_Anthropology_Museum-&gt;,"-&gt;Razi,_Ardabil-&gt;",-&gt;Ardabil_County-&gt;,-&gt;Ardabil_Province-&gt;,"Miska,_Ardabil"
409669347,false,,finalized,5,2/7/2014 15:08:06,"-&gt;List_of_Washington,_D.C._numbered_highways-&gt;",0.6,,List_of_United_States_Numbered_Highways,"-&gt;List_of_Washington,_D.C._numbered_highways-&gt;",-&gt;Anacostia_River-&gt;United_States-&gt;,"-&gt;List_of_Washington,_D.C._numbered_highways-&gt;List_of_Illinois_Routes-&gt;","-&gt;List_of_Washington,_D.C._numbered_highways-&gt;List_of_Minnesota_state_highways-&gt;",-&gt;Suitland_Parkway-&gt;List_of_Maryland_state_highways-&gt;,Barney_Circle
409669348,false,,finalized,5,2/7/2014 15:09:51,-&gt;Ingelmunster-&gt;Alveringem-&gt;,0.4143,,Vleteren,-&gt;West_Flanders-&gt;Deerlijk-&gt;,-&gt;Ingelmunster-&gt;Bruges-&gt;,-&gt;Ingelmunster-&gt;Alveringem-&gt;,-&gt;Ingelmunster-&gt;Beernem-&gt;,-&gt;Ingelmunster-&gt;Blankenberge-&gt;,Ingelmunster_Castle
409669349,false,,finalized,5,2/7/2014 15:06:04,-&gt;Grand_Duke_of_Luxembourg-&gt;,0.6164,,Prime_Minister_of_Kosovo,-&gt;1996-&gt;List_of_state_leaders_in_1996-&gt;,-&gt;2000s_(decade)-&gt;November_2012-&gt;,-&gt;Grand_Duke_of_Luxembourg-&gt;,-&gt;1992_in_Luxembourg-&gt;Grand_Duke_of_Luxembourg-&gt;,-&gt;1993_in_Luxembourg-&gt;Grand_Duke_of_Luxembourg-&gt;,1994_in_Luxembourg
409669350,false,,finalized,5,2/7/2014 15:30:40,"-&gt;Dunn_County,_Wisconsin-&gt;",0.4368,,"Tiffany,_Wisconsin","-&gt;Dunn,_Dunn_County,_Wisconsin-&gt;","-&gt;Old_Tyrone,_Wisconsin-&gt;","-&gt;Colfax,_Wisconsin-&gt;","-&gt;Cedar_Falls,_Wisconsin-&gt;","-&gt;Dunn_County,_Wisconsin-&gt;","Sand_Creek_(community),_Wisconsin"
409669351,false,,finalized,5,2/7/2014 15:02:25,-&gt;Belgium-&gt;Economy_of_Australia-&gt;,0.8333,,Closer_Economic_Relations,-&gt;Belgium-&gt;Economy_of_Australia-&gt;,-&gt;Belgium-&gt;Economy_of_New_Zealand-&gt;,-&gt;Belgium-&gt;Australia-&gt;,-&gt;Belgium-&gt;Economy_of_New_Zealand-&gt;,-&gt;Belgium-&gt;Economy_of_Australia-&gt;,Tip_en_Tap
409669352,false,,finalized,5,2/7/2014 15:22:53,"-&gt;Roswell,_Georgia-&gt;",0.3825,,"Peach_County,_Georgia","-&gt;Roswell,_Georgia-&gt;","-&gt;Roswell,_Georgia-&gt;Blue_Ridge_Mountains-&gt;","-&gt;Roswell,_Georgia-&gt;Greene_County,_Georgia-&gt;","-&gt;Roswell,_Georgia-&gt;Elections_in_Georgia_(U.S._state)-&gt;","-&gt;Roswell,_Georgia-&gt;Evans_County,_Georgia-&gt;","People_from_Roswell,_Georgia"
409669353,false,,finalized,5,2/7/2014 15:04:10,-&gt;International_Association_of_Athletics_Federations-&gt;,0.8355,,1992_IAAF_World_Cross_Country_Championships,-&gt;International_Association_of_Athletics_Federations-&gt;,-&gt;2011_World_Championships_in_Athletics-&gt;1983_IAAF_World_Cross_Country_Championships-&gt;,-&gt;2011_World_Championships_in_Athletics-&gt;1973_IAAF_World_Cross_Country_Championships-&gt;,-&gt;2011_World_Championships_in_Athletics-&gt;1981_IAAF_World_Race_Walking_Cup-&gt;,-&gt;2011_World_Championships_in_Athletics-&gt;1978_IAAF_World_Cross_Country_Championships-&gt;,Alexandra_Papageorgiou
409669354,false,,finalized,5,2/7/2014 15:38:53,-&gt;England-&gt;Drinking_water-&gt;,0.4186,,Biology,-&gt;England-&gt;Drinking_water-&gt;,-&gt;England-&gt;Robert_Hooke-&gt;,-&gt;England-&gt;Renaissance-&gt;,-&gt;England-&gt;Argentina-&gt;,-&gt;England-&gt;Imperial_College_London-&gt;,Bragbury_End
409669355,false,,finalized,5,2/7/2014 15:07:40,"-&gt;Stan_Gelbaugh-&gt;University_of_Maryland,_College_Park-&gt;",0.404,,Maryland,-&gt;Dallas_Cowboys-&gt;Texas-&gt;,"-&gt;Stan_Gelbaugh-&gt;University_of_Maryland,_College_Park-&gt;",-&gt;Darryl_Clack-&gt;College_football-&gt;,-&gt;Max_Zendejas-&gt;University_of_Arizona-&gt;,-&gt;Stan_Gelbaugh-&gt;William_W._Skinner-&gt;,Cowboys1986DraftPicks
409669356,false,,finalized,5,2/7/2014 15:09:37,-&gt;Baseball-&gt;Los_Angeles-&gt;,0.4152,,Sweden,-&gt;Baseball-&gt;Deaf_basketball-&gt;,-&gt;California-&gt;Los_Angeles-&gt;,-&gt;California-&gt;American_imperialism-&gt;,-&gt;California-&gt;TouchWave-&gt;,-&gt;Baseball-&gt;Los_Angeles-&gt;,Ray_Chandler
409669357,false,,finalized,5,2/7/2014 15:09:34,-&gt;Mathew_Street-&gt;Rusty_Anderson-&gt;,0.4239,,The_Mothers_of_Invention,-&gt;The_Beatles-&gt;Instant_Karma:_All-Time_Greatest_Hits-&gt;,-&gt;The_Beatles-&gt;Frank_Zappa-&gt;,-&gt;Mathew_Street-&gt;Rusty_Anderson-&gt;,-&gt;The_Beatles-&gt;Some_Time_in_New_York_City-&gt;,-&gt;The_Beatles-&gt;Some_Time_in_New_York_City-&gt;,Liverpool_Wall_of_Fame
409669358,false,,finalized,5,2/7/2014 15:23:03,-&gt;2008_Rally_New_Zealand-&gt;2008_Jordan_Rally-&gt;,0.7924,,Jordan,-&gt;List_of_World_Rally_Championship_records-&gt;,-&gt;Nissan_Micra-&gt;YouTube-&gt;,-&gt;2008_Rally_New_Zealand-&gt;2008_Jordan_Rally-&gt;,-&gt;Ford_Focus_RS_WRC-&gt;,-&gt;2008_Acropolis_Rally-&gt;Russia-&gt;,Mark_Higgins
409669359,false,,finalized,5,2/7/2014 15:30:51,-&gt;Dr_Ruth_Segomotsi_Mompati_District_Municipality-&gt;South_Africa-&gt;,0.4,,Hebrew_language,-&gt;Dr_Ruth_Segomotsi_Mompati_District_Municipality-&gt;Southern_Ndebele_language-&gt;,-&gt;Dr_Ruth_Segomotsi_Mompati_District_Municipality-&gt;South_Africa-&gt;,-&gt;Dr_Ruth_Segomotsi_Mompati_District_Municipality-&gt;Sotho_language-&gt;,-&gt;Dr_Ruth_Segomotsi_Mompati_District_Municipality-&gt;Xhosa_language-&gt;,-&gt;Dr_Ruth_Segomotsi_Mompati_District_Municipality-&gt;Afrikaans-&gt;,3490Afrikaans
409669360,false,,finalized,5,2/7/2014 15:39:01,-&gt;Imperial_College_London-&gt;Undergraduate_education-&gt;,0.5918,,Primary_school,-&gt;Imperial_College_London-&gt;Undergraduate_education-&gt;,-&gt;Imperial_College_London-&gt;Christ_the_King_Sixth_Form_College-&gt;,-&gt;Imperial_College_London-&gt;Newham_College_of_Further_Education-&gt;,-&gt;Imperial_College_London-&gt;London_Academy_of_Excellence-&gt;,-&gt;Imperial_College_London-&gt;University_of_Hull-&gt;,Peter_Dornan
409669361,false,,finalized,5,2/7/2014 15:20:39,-&gt;Serbia-&gt;Vlachs_of_Serbia-&gt;,0.6184,,Negotin,-&gt;Jagodina-&gt;Rekovac-&gt;,-&gt;Serbia-&gt;Zrenjanin-&gt;,-&gt;Jagodina-&gt;Smederevo-&gt;,-&gt;Serbia-&gt;Zrenjanin-&gt;,-&gt;Serbia-&gt;Vlachs_of_Serbia-&gt;,Lovci_(Jagodina)
409669362,false,,finalized,5,2/7/2014 15:32:16,-&gt;Bill_Clinton-&gt;Dwight_D._Eisenhower-&gt;,0.8187,,First_inauguration_of_Dwight_D._Eisenhower,-&gt;Bill_Clinton-&gt;Second_inauguration_of_Bill_Clinton-&gt;,-&gt;Bill_Clinton-&gt;Dwight_D._Eisenhower-&gt;,-&gt;Bill_Clinton-&gt;First_inauguration_of_Bill_Clinton-&gt;,-&gt;Bill_Clinton-&gt;Joseph_Taylor_Robinson-&gt;,-&gt;Bill_Clinton-&gt;Dwight_D._Eisenhower-&gt;,United_Christian_Forum_for_Human_Rights
409669363,false,,finalized,5,2/7/2014 15:42:55,-&gt;List_of_Dune_Bene_Gesserit-&gt;Titan_(Dune)-&gt;,0.614,,House_Vernius,-&gt;List_of_Dune_Bene_Gesserit-&gt;Serena_Butler-&gt;,-&gt;List_of_Dune_Bene_Gesserit-&gt;Lady_Jessica-&gt;,-&gt;List_of_Dune_Bene_Gesserit-&gt;Titan_(Dune)-&gt;,-&gt;List_of_Dune_Bene_Gesserit-&gt;Sardaukar-&gt;,-&gt;List_of_Dune_Bene_Gesserit-&gt;Bene_Gesserit-&gt;,Wanna_(Dune)
409669364,false,,finalized,5,2/7/2014 15:07:19,-&gt;The_Piggott_School-&gt;,0.4,,Highdown_School,-&gt;The_Piggott_School-&gt;,-&gt;St_Gabriel's_School-&gt;,-&gt;Sandhurst_School-&gt;,-&gt;Herschel_Grammar_School-&gt;,-&gt;The_Marist_Schools-&gt;,Claires_Court_School
409669365,false,,finalized,5,2/7/2014 15:37:26,-&gt;Brunei-&gt;Districts_of_Brunei-&gt;,0.8,,District,"-&gt;Muara,_Brunei-&gt;",-&gt;Brunei-&gt;Mongolia-&gt;,-&gt;South_China_Sea-&gt;Vietnam-&gt;,-&gt;Brunei-&gt;Districts_of_Brunei-&gt;,-&gt;Brunei-&gt;Suriname-&gt;,Tanjong_Pelumpong
409669366,false,,finalized,5,2/7/2014 15:55:23,-&gt;The_Moving_Finger-&gt;Miss_Marple-&gt;,0.6,,The_Moving_Finger,-&gt;The_Moving_Finger-&gt;Miss_Marple-&gt;,-&gt;The_Moving_Finger-&gt;Margaret_Rutherford-&gt;,-&gt;The_Moving_Finger-&gt;Miss_Marple-&gt;,-&gt;The_Moving_Finger-&gt;Murder_Ahoy!-&gt;,-&gt;The_Moving_Finger-&gt;Julia_McKenzie-&gt;,Crucial_Instances
409669367,false,,finalized,5,2/7/2014 15:35:43,-&gt;German_Social_Democratic_Party_of_Poland-&gt;West_Prussia-&gt;,0.5882,,Polish_language,-&gt;German_Social_Democratic_Party_of_Poland-&gt;Independent_Socialist_Labour_Party-&gt;,-&gt;German_Social_Democratic_Party_of_Poland-&gt;West_Prussia-&gt;,-&gt;German_Social_Democratic_Party_of_Poland-&gt;Katowice-&gt;,-&gt;German_Social_Democratic_Party_of_Poland-&gt;German_language-&gt;,-&gt;German_Social_Democratic_Party_of_Poland-&gt;Silesian_Uprisings-&gt;,Deutsche_Sozialdemokratische_Partei
