_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,choose_path,choose_path:confidence,end,path_1,path_2,path_3,path_4,path_5,start
414407448,false,,finalized,5,2/15/2014 21:13:44,"-&gt;Photopolymerizable positive working, peel developable, single sheet -&gt;Positive working naphthoquinone diazide color proofing transfer process -&gt;Radiation Imagery Chemistry Process Composition or Product Thereof-&gt;",0.4,Radiation Imagery Chemistry Process Composition or Product Thereof,"-&gt;Metal film imaging structure -&gt;Imaging process and article employing photolabile, blocked surfactant -&gt;",-&gt;Metal film imaging structure -&gt;,-&gt;Positive working naphthoquinone diazide color proofing transfer process -&gt;Radiation Imagery Chemistry Process Composition or Product Thereof-&gt;,"-&gt;Photopolymerizable positive working, peel developable, single sheet -&gt;Positive working naphthoquinone diazide color proofing transfer process -&gt;Radiation Imagery Chemistry Process Composition or Product Thereof-&gt;","-&gt;Photopolymerizable positive working, peel developable, single sheet -&gt;Negative working diazo color proofing method -&gt;Radiation Imagery Chemistry Process Composition or Product Thereof-&gt;",Partially translucent white film having a metallized surface 
414407449,false,,finalized,5,2/15/2014 21:14:11,-&gt;Method for forming a reusable and modifiable database interface object -&gt;Point and shoot interface for linking database records to spreadsheets -&gt;Apparatus for specifying a result relation in a relational database -&gt;Hyperedge entity-relationship data base systems -&gt;,0.4,Magnetic bubble domain relational data base system ,-&gt;Method for forming a reusable and modifiable database interface object -&gt;Point and shoot interface for linking database records to spreadsheets -&gt;Apparatus for specifying a result relation in a relational database -&gt;Hyperedge entity-relationship data base systems -&gt;,-&gt;Operating system and data base using table access method with dynamic -&gt;Relational database system -&gt;,-&gt;Table modifiable edit functions with order-effective edit rules -&gt;Complied objective referential constraints in a relational database -&gt;Relational database system -&gt;,-&gt;System for interactively creating action bar pull-down windows of a user -&gt;Retrieval of related records from a relational database -&gt;Hyperedge entity-relationship data base systems -&gt;,-&gt;Point and shoot interface for linking database records to spreadsheets -&gt;Apparatus for specifying a result relation in a relational database -&gt;,Reuseable and modifiable interface object 
414407450,false,,finalized,5,2/15/2014 21:13:30,-&gt;Encapsulated light source with coupled fiberguide -&gt;Arrangement for coupling between an electrooptic device and an optical -&gt;Couplers for electro-optical elements -&gt;,0.4,Radiant Energy,-&gt;Encapsulated light source with coupled fiberguide -&gt;Optic adaptor junction -&gt;Couplers for electro-optical elements -&gt;,-&gt;Encapsulated light source with coupled fiberguide -&gt;Optical device with a laser-to-fiber coupler -&gt;Couplers for electro-optical elements -&gt;,-&gt;Couplers for electro-optical elements -&gt;,-&gt;Encapsulated light source with coupled fiberguide -&gt;Couplers for electro-optical elements -&gt;,-&gt;Encapsulated light source with coupled fiberguide -&gt;Arrangement for coupling between an electrooptic device and an optical -&gt;Couplers for electro-optical elements -&gt;,Device for holding in position a transducer and an optical waveguide 
414407451,false,,finalized,5,2/15/2014 21:14:16,-&gt;Surgical prosthetic implant facilitating vertebral interbody fusion -&gt;Spine stabilization device and method -&gt;Vertebral body prosthesis and spine stabilizing method -&gt;Spinal fixator -&gt;Artificial intervertebral disc -&gt;,0.4,Prosthesis ie Artificial Body Members Parts Thereof or Aids and Accessories Therefor,-&gt;Surgical prosthetic implant facilitating vertebral interbody fusion -&gt;Bone prosthesis with porous coating -&gt;Implantable bone replacement materials based on calcium phosphate -&gt;Medical securement element with abrasive grains on thread surface -&gt;Surgical implant and method for its production -&gt;,-&gt;Surgical prosthetic implant facilitating vertebral interbody fusion -&gt;Spine stabilization device and method -&gt;Vertebral body prosthesis and spine stabilizing method -&gt;Spinal fixator -&gt;Artificial intervertebral disc -&gt;,-&gt;Surgical prosthetic implant facilitating vertebral interbody fusion -&gt;Spine stabilization device and method -&gt;Prosthetic vertebral body -&gt;Surgical implant and method for its production -&gt;,-&gt;Surgical prosthetic implant facilitating vertebral interbody fusion -&gt;Artificial intervertebral disc -&gt;Surgical implant and method for its production -&gt;,-&gt;Surgical prosthetic implant facilitating vertebral interbody fusion -&gt;Artificial intervertebral disc -&gt;,Implantable spinal assist device 
414407452,false,,finalized,6,2/15/2014 21:44:38,-&gt;Method for increasing oxygen supply by administering vasodilator -&gt;,0.6667,Drug BioAffecting and Body Treating Compositions,-&gt;Processes for producing collagen matrixes and methods of using same -&gt;Moisture vapor permeable sheet materials -&gt;Sterile improved bandage containing a medicament -&gt;Dosage form -&gt;,-&gt;Method for increasing oxygen supply by administering vasodilator -&gt;Ocular drug delivery device -&gt;Dosage form -&gt;,-&gt;Method for increasing oxygen supply by administering vasodilator -&gt;,-&gt;Method for increasing oxygen supply by administering vasodilator -&gt;Novel bandage for administering beneficial drug -&gt;,-&gt;Method for increasing oxygen supply by administering vasodilator -&gt;Method for the oral treatment of dogs and other animals -&gt;Dosage form -&gt;,Biogenic implant for drug delivery and method 
414407453,false,,finalized,5,2/15/2014 21:13:19,-&gt;Electronic musical instrument realizing automatic performance by -&gt;,0.6,Music,-&gt;Technique for selecting a chord progression for a melody -&gt;Apparatus for producing a chord progression by connecting chord patterns -&gt;Harmony machine -&gt;Electronic musical instrument realizing automatic performance by -&gt;,-&gt;Method of chord in electronic musical instrument system -&gt;Auto-accompaniment apparatus with auto-chord progression of -&gt;Electronic musical instrument realizing automatic performance by -&gt;,-&gt;Electronic musical instrument realizing automatic performance by -&gt;,-&gt;Apparatus for producing a chord progression by connecting chord patterns -&gt;Harmony machine -&gt;Electronic musical instrument realizing automatic performance by -&gt;,-&gt;Method of chord in electronic musical instrument system -&gt;Harmony generator for electronic organ -&gt;Automatic chord control circuit for electronic musical instruments -&gt;,Automatic performance apparatus for storing chord progression suitable 
414407454,false,,finalized,5,2/15/2014 21:14:18,-&gt;Method for manufacturing VLSI MOS-transistor circuits -&gt;Method of forming a low resistance quasi-buried contact -&gt;Doped polysilicon silicide semiconductor integrated circuit -&gt;,0.6,Method for providing a metal silicide layer on a substrate ,-&gt;Method for manufacturing VLSI MOS-transistor circuits -&gt;Method of forming a low resistance quasi-buried contact -&gt;Doped polysilicon silicide semiconductor integrated circuit -&gt;,-&gt;Process for manufacturing semiconductor BICMOS device -&gt;Doped polysilicon silicide semiconductor integrated circuit -&gt;,"-&gt;Method for the self-aligned silicide formation in IC fabrication -&gt;Method of making integrated circuits using metal silicide contacts -&gt;Method of making contact electrodes to silicon gate, and source and -&gt;","-&gt;Process for manufacturing semiconductor BICMOS device -&gt;Process of making twin well VLSI CMOS -&gt;Method of making contact electrodes to silicon gate, and source and -&gt;",-&gt;Process for forming TiSi.sub.2 layers of differing thicknesses in a -&gt;Doped polysilicon silicide semiconductor integrated circuit -&gt;,Method of manufacturing a semiconductor device 
414407455,false,,finalized,5,2/15/2014 21:14:08,-&gt;Polyarylate compositions having improved hydrolytic stability -&gt;Polyarylate containing blends -&gt;Reinforced intercrystalline thermoplastic polyester compositions -&gt;,0.6,Synthetic Resins or Natural Rubbers  Part of the Class 520 Series,-&gt;Process for injection molding a rapidly crystallizing polyethylene -&gt;Molding resins -&gt;Polyester compositions which crystallize rapidly -&gt;,-&gt;Polyarylate compositions having improved hydrolytic stability -&gt;Polyarylate containing blends -&gt;Reinforced intercrystalline thermoplastic polyester compositions -&gt;,-&gt;Process for injection molding a rapidly crystallizing polyethylene -&gt;Molding resins -&gt;Polyester compositions which crystallize rapidly -&gt;Thermoplastic molding composition -&gt;Polyester alloys and molding compositions containing the same -&gt;,-&gt;Process for injection molding a rapidly crystallizing polyethylene -&gt;,-&gt;Polymer blends with improved hydrolytic stability -&gt;Reinforced intercrystalline thermoplastic polyester compositions -&gt;Polyester alloys and molding compositions containing the same -&gt;,Polyester compostions 
414407456,false,,finalized,5,2/15/2014 21:13:44,-&gt;System to demonstrate and sell computer programs -&gt;Interactive cable television system -&gt;Real time conversational toy -&gt;,0.6,Education and Demonstration,-&gt;Set-top interface transactions in an impulse pay per view television -&gt;Preprogrammed over-the-air marketing research system -&gt;Dedicated channel interactive cable television system -&gt;Real time conversational toy -&gt;,-&gt;System to demonstrate and sell computer programs -&gt;Interactive cable television system -&gt;,-&gt;Audio and video transmission and receiving system -&gt;Selective viewing -&gt;Dedicated channel interactive cable television system -&gt;Real time conversational toy -&gt;,-&gt;Audio and video transmission and receiving system -&gt;System for random access to an audio video data library with independent -&gt;Telephone access display system -&gt;Dedicated channel interactive cable television system -&gt;,-&gt;System to demonstrate and sell computer programs -&gt;Interactive cable television system -&gt;Real time conversational toy -&gt;,System for local processing/accessing and representation of large 
414407457,false,,finalized,5,2/15/2014 21:13:43,-&gt;Process for the production of aqueous dispersions of polyurethane -&gt;Coating composition -&gt;Water-dilutable coating agent for preparing the base layer of a -&gt;Production of water-dispersible polyurethanes having ionic groups and -&gt;Process for producing a cationic polyurethane -&gt;,0.8,Synthetic Resins or Natural Rubbers  Part of the Class 520 Series,"-&gt;Stable, colloidal, aqueous dispersions of cross-linked urea-urethane -&gt;Cationic electrolyte-stable dispersions and process for producing -&gt;Hydrophilic polyurethanes and textiles treated therewith -&gt;Synthetic Resins or Natural Rubbers  Part of the Class 520 Series-&gt;","-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;",-&gt;Process for the production of aqueous dispersions of polyurethane -&gt;Coating composition -&gt;Water-dilutable coating agent for preparing the base layer of a -&gt;Production of water-dispersible polyurethanes having ionic groups and -&gt;Process for producing a cationic polyurethane -&gt;,"-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;Cationic electrolyte-stable dispersions and process for producing -&gt;Production of water-dispersible polyurethanes having ionic groups and -&gt;Process for producing a cationic polyurethane -&gt;","-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;Polyurethanes which are dispersible or soluble in water and a process -&gt;Production of water-dispersible polyurethanes having ionic groups and -&gt;Process for producing a cationic polyurethane -&gt;","Aqueous dispersions of a nonionic, water dispersible polyurethane having "
414407458,false,,finalized,5,2/15/2014 21:14:43,-&gt;Engine analysers -&gt;Ignition apparatus for internal combustion engines -&gt;Engine ignition system -&gt;Distributorless internal combustion engine ignition system -&gt;Electronic ignition system -&gt;,0.4,Internal combustion engine ignition system ,-&gt;High voltage generating circuit for an automotive ignition system -&gt;Ignition system for internal combustion engine -&gt;Ignition system for an internal combustion engine -&gt;Ignition control device with monostable elements for providing a -&gt;,-&gt;Method and system for controlling the spark ignition of ignition -&gt;Spark timing control device for internal combustion engine -&gt;Magnet ignition device -&gt;Extended spark capacitor discharge ignition system -&gt;Electronic ignition system exhibiting efficient energy usage -&gt;,-&gt;Method and system for controlling the spark ignition of ignition -&gt;Ignition system for starting a diesel engine -&gt;Extended spark capacitor discharge ignition system -&gt;,-&gt;CD ignition system with spark retard in neutral -&gt;Contactless magneto ignition system -&gt;External pulse controlled spark advance unit for an internal combustion -&gt;Electronic ignition system -&gt;,-&gt;Engine analysers -&gt;Ignition apparatus for internal combustion engines -&gt;Engine ignition system -&gt;Distributorless internal combustion engine ignition system -&gt;Electronic ignition system -&gt;,Method and arrangement for generating ignition sparks in an internal 
414407459,false,,finalized,6,2/15/2014 21:14:46,-&gt;Power spring bow -&gt;Mechanical projector with variable leverage arrangement -&gt;Archery bow with pivoted bow limbs having rotational synchronizer and -&gt;,0.5,Mechanical Guns and Projectors,-&gt;Power spring bow -&gt;Cam lever compound bow -&gt;,-&gt;Power spring bow -&gt;Mechanical projector with variable leverage arrangement -&gt;Archery bow with pivoted bow limbs having rotational synchronizer and -&gt;,-&gt;Power spring bow -&gt;Compound bow -&gt;Mechanical Guns and Projectors-&gt;,-&gt;Compound bow -&gt;Archery bow -&gt;Archery bow with pivoted bow limbs having rotational synchronizer and -&gt;,-&gt;Compound bow -&gt;Mechanical Guns and Projectors-&gt;,Recurve bow 
414407460,false,,finalized,5,2/15/2014 21:13:17,-&gt;Pressure seal C-fold two-way mailer -&gt;Self-contained insert mailer -&gt;Carrier sheet with envelope letter sheet device secured thereto -&gt;,0.4,Unit containing variable messages ,-&gt;Z-fold mailer with window and return envelope -&gt;Pressure seal Z-fold with transfer tape -&gt;Z-folded packing list/invoice -&gt;Mailer form suitable for printing and method -&gt;,-&gt;Z-fold mailer with window and return envelope -&gt;Single sheet z-fold mailer -&gt;Pressure seal C-fold two-way mailer -&gt;,-&gt;Eccentric Z-fold with built-in return envelope -&gt;Method of producing a printed mailer form -&gt;,-&gt;Pressure seal C-fold two-way mailer -&gt;Self-contained insert mailer -&gt;Carrier sheet with envelope letter sheet device secured thereto -&gt;,-&gt;Reuseable mailer meeting postal requirements -&gt;Two-way bar code window envelope -&gt;Remailable envelope -&gt;,Z-fold mailer with reuseable reply envelope 
414407461,false,,finalized,5,2/15/2014 21:14:43,-&gt;Geometrical display generator -&gt;Symbol generator for a graphic console -&gt;Character generator for visual display devices -&gt;,0.6,Facsimile system for the transmission of picture ,-&gt;Data processing apparatus having enlargement/reduction functions capable -&gt;Image reader having electrical and optical means for varying -&gt;Device for electrical variable magnification of document image -&gt;Image display system -&gt;Character generator for visual display devices -&gt;,-&gt;Process and apparatus for the insertion of insets into the image -&gt;Character generator for visual display devices -&gt;,-&gt;Geometrical display generator -&gt;True zoom of a displayed image -&gt;Image display system -&gt;Character generator for visual display devices -&gt;,-&gt;Geometrical display generator -&gt;Symbol generator for a graphic console -&gt;Character generator for visual display devices -&gt;,-&gt;Process and apparatus for the insertion of insets into the image -&gt;Local zoom for raster scan displays -&gt;Character generator for visual display devices -&gt;,Image editing apparatus for transferring a partial image from one locale 
414407462,false,,finalized,5,2/15/2014 21:14:08,-&gt;Optical clock system with optical time delay means -&gt;Optical-fiber detection device which involves testing for good -&gt;Method and apparatus for remotely measuring the distribution of a -&gt;Temperature measuring arrangements using optical fibre sensor -&gt;Fiber optical modulator and data multiplexer -&gt;Data link using integrated optics devices -&gt;Optical fiber data transmission system -&gt;,0.6,Radiant Energy,-&gt;Optical clock system with optical time delay means -&gt;Voice and data distribution system with fiber optic multinode star -&gt;Transmissive single-mode fiber optics star network -&gt;Optical communication system -&gt;Light source arrangement in an optical communication system -&gt;Optical multiplexer and demultiplexer -&gt;System for transmitting independent communication channels through a -&gt;,-&gt;Optical clock system with optical time delay means -&gt;Optical fiber interferometer network -&gt;Color multiplexing passive sensor array -&gt;System for transmitting independent communication channels through a -&gt;,-&gt;Variable coupler fiberoptic sensor -&gt;Fiber optical modulator and data multiplexer -&gt;Evanescent fiber optic pressure sensor apparatus -&gt;Optical fiber data transmission system -&gt;,-&gt;Optical clock system with optical time delay means -&gt;Optical-fiber detection device which involves testing for good -&gt;Distributed sensor array and method using a pulsed signal source -&gt;Coherent distributed sensor and method using short coherence length -&gt;Color multiplexing passive sensor array -&gt;System for transmitting independent communication channels through a -&gt;,-&gt;Optical clock system with optical time delay means -&gt;Optical-fiber detection device which involves testing for good -&gt;Method and apparatus for remotely measuring the distribution of a -&gt;Temperature measuring arrangements using optical fibre sensor -&gt;Fiber optical modulator and data multiplexer -&gt;Data link using integrated optics devices -&gt;Optical fiber data transmission system -&gt;,Optical detector 
