_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,choose_path,choose_path:confidence,end,path_1,path_2,path_3,path_4,path_5,start
414403537,false,,finalized,5,2/15/2014 21:09:23,-&gt;Audio and video transmission and receiving system -&gt;Selective viewing -&gt;Dedicated channel interactive cable television system -&gt;,0.6,Education and Demonstration,-&gt;Set-top interface transactions in an impulse pay per view television -&gt;Preprogrammed over-the-air marketing research system -&gt;Dedicated channel interactive cable television system -&gt;Real time conversational toy -&gt;,-&gt;Computer memory back-up with automatic tape positioning -&gt;Computer memory back-up -&gt;Apparatus for combining a video signal with graphics and text from a -&gt;Interactive cable television system -&gt;,-&gt;Audio and video transmission and receiving system -&gt;Selective viewing -&gt;Dedicated channel interactive cable television system -&gt;,-&gt;Audio and video transmission and receiving system -&gt;Recorded program communication system -&gt;Selective viewing -&gt;Dedicated channel interactive cable television system -&gt;,-&gt;Computer memory back-up with automatic tape positioning -&gt;Apparatus for combining a video signal with graphics and text from a -&gt;Dedicated channel interactive cable television system -&gt;,System for local processing/accessing and representation of large 
414403538,false,,finalized,5,2/15/2014 21:10:21,"-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;Polyurethanes which are dispersible or soluble in water and a process -&gt;Production of water-dispersible polyurethanes having ionic groups and -&gt;Process for producing a cationic polyure",0.4,Synthetic Resins or Natural Rubbers  Part of the Class 520 Series,"-&gt;Process for the production of aqueous dispersions of polyurethane -&gt;Stable, colloidal, aqueous dispersions of cross-linked urea-urethane -&gt;Cationic electrolyte-stable dispersions and process for producing -&gt;Hydrophilic polyurethanes and textiles treated","-&gt;Process for the production of aqueous dispersions of polyurethane -&gt;Stable, colloidal, aqueous dispersions of cross-linked urea-urethane -&gt;Process for the preparation of polyurethanes which are dispersible in -&gt;Production of water-dispersible polyuretha","-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;Cationic electrolyte-stable dispersions and process for producing -&gt;Hydrophilic polyurethanes and textiles treated therewith -&gt;Synthetic Resins or Natural Rubbers  Part of the Class 52","-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;","-&gt;Solid, water-dispersible plastics precursors containing isocyanate -&gt;Polyurethanes which are dispersible or soluble in water and a process -&gt;Production of water-dispersible polyurethanes having ionic groups and -&gt;Process for producing a cationic polyure","Aqueous dispersions of a nonionic, water dispersible polyurethane having "
414403539,false,,finalized,5,2/15/2014 21:09:33,-&gt;Method and system for controlling the spark ignition of ignition -&gt;Spark timing control device for internal combustion engine -&gt;Magnet ignition device -&gt;Extended spark capacitor discharge ignition system -&gt;Electronic ignition system exhibiting efficient,0.6,Internal combustion engine ignition system ,-&gt;High voltage generating circuit for an automotive ignition system -&gt;Ignition system for internal combustion engine -&gt;Ignition system for an internal combustion engine -&gt;Ignition control device with monostable elements for providing a -&gt;,-&gt;Method and system for controlling the spark ignition of ignition -&gt;Spark timing control device for internal combustion engine -&gt;Magnet ignition device -&gt;Extended spark capacitor discharge ignition system -&gt;Electronic ignition system exhibiting efficient,-&gt;Method and system for controlling the spark ignition of ignition -&gt;Ignition system for starting a diesel engine -&gt;Extended spark capacitor discharge ignition system -&gt;,-&gt;CD ignition system with spark retard in neutral -&gt;Contactless magneto ignition system -&gt;External pulse controlled spark advance unit for an internal combustion -&gt;Electronic ignition system -&gt;,-&gt;Engine analysers -&gt;Ignition apparatus for internal combustion engines -&gt;Engine ignition system -&gt;Distributorless internal combustion engine ignition system -&gt;Electronic ignition system -&gt;,Method and arrangement for generating ignition sparks in an internal 
414403540,false,,finalized,5,2/15/2014 21:11:05,-&gt;Power spring bow -&gt;Cam lever compound bow -&gt;,0.4,Mechanical Guns and Projectors,-&gt;Power spring bow -&gt;Cam lever compound bow -&gt;,-&gt;Power spring bow -&gt;Mechanical projector with variable leverage arrangement -&gt;Archery bow with pivoted bow limbs having rotational synchronizer and -&gt;,-&gt;Power spring bow -&gt;Compound bow -&gt;Mechanical Guns and Projectors-&gt;,-&gt;Compound bow -&gt;Archery bow -&gt;Archery bow with pivoted bow limbs having rotational synchronizer and -&gt;,-&gt;Compound bow -&gt;Mechanical Guns and Projectors-&gt;,Recurve bow 
414403541,false,,finalized,5,2/15/2014 21:10:24,-&gt;Z-fold mailer with window and return envelope -&gt;Single sheet z-fold mailer -&gt;Pressure seal C-fold two-way mailer -&gt;,0.4,Unit containing variable messages ,-&gt;Z-fold mailer with window and return envelope -&gt;Single sheet z-fold mailer -&gt;Pressure seal C-fold two-way mailer -&gt;Mailer form suitable for printing and method -&gt;,-&gt;Z-fold mailer with window and return envelope -&gt;Pressure seal Z-fold with transfer tape -&gt;Z-folded packing list/invoice -&gt;Mailer form suitable for printing and method -&gt;,-&gt;Pressure seal C-fold two-way mailer -&gt;Mailer form suitable for printing and method -&gt;,-&gt;Eccentric Z-fold with built-in return envelope -&gt;Mailer form suitable for printing and method -&gt;,-&gt;Z-fold mailer with window and return envelope -&gt;Single sheet z-fold mailer -&gt;Pressure seal C-fold two-way mailer -&gt;,Z-fold mailer with reuseable reply envelope 
414403542,false,,finalized,5,2/15/2014 21:10:15,-&gt;Image display method -&gt;Local zoom for raster scan displays -&gt;Character generator for visual display devices -&gt;,0.4,Facsimile system for the transmission of picture ,-&gt;Image display method -&gt;Local zoom for raster scan displays -&gt;Character generator for visual display devices -&gt;,-&gt;Data processing apparatus having enlargement/reduction functions capable -&gt;Video processor -&gt;Video to digital converter -&gt;Picture data compressing method -&gt;Facsimile signal converter -&gt;,-&gt;Geometrical display generator -&gt;True zoom of a displayed image -&gt;Character generator for visual display devices -&gt;,-&gt;Process and apparatus for the insertion of insets into the image -&gt;Character generator for visual display devices -&gt;,-&gt;Data processing apparatus having enlargement/reduction functions capable -&gt;Image reader having electrical and optical means for varying -&gt;Device for electrical variable magnification of document image -&gt;Image display system -&gt;Character generator for vis,Image editing apparatus for transferring a partial image from one locale 
414403543,false,,finalized,5,2/15/2014 21:09:32,-&gt;Optical clock system with optical time delay means -&gt;Voice and data distribution system with fiber optic multinode star -&gt;Distribution system for a local area network -&gt;Coaxial cable/fiber optic bus network -&gt;Optical coupler module in a distributed proc,0.6,Radiant Energy,-&gt;Optical clock system with optical time delay means -&gt;Fiber optic time standard -&gt;Optical transmission system -&gt;Telecommunication systems -&gt;System for transmitting independent communication channels through a -&gt;,-&gt;Optical clock system with optical time delay means -&gt;Optical-fiber detection device which involves testing for good -&gt;Distributed sensor array and method using a pulsed signal source -&gt;Fiber optical modulator and data multiplexer -&gt;Data link using integ,-&gt;Optical clock system with optical time delay means -&gt;Voice and data distribution system with fiber optic multinode star -&gt;Transmissive single-mode fiber optics star network -&gt;Optical communication system -&gt;Light source arrangement in an optical communic,-&gt;Optical clock system with optical time delay means -&gt;Optical-fiber detection device which involves testing for good -&gt;Method and apparatus for remotely measuring the distribution of a -&gt;Temperature measuring arrangements using optical fibre sensor -&gt;Fib,-&gt;Optical clock system with optical time delay means -&gt;Voice and data distribution system with fiber optic multinode star -&gt;Distribution system for a local area network -&gt;Coaxial cable/fiber optic bus network -&gt;Optical coupler module in a distributed proc,Optical detector 
414403544,false,,finalized,5,2/15/2014 21:37:43,"-&gt;Automatic noodle cooker -&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Processor for continuously cooking grains -&gt;Process for producing a quick-cooking rice -&gt;",0.6,Food or Edible Material  Processes Compositions and Products,"-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Process for producing a quick-cooking rice -&gt;","-&gt;Automatic noodle cooker -&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Process for continuous rice cooking by steaming and apparatus therefor -&gt;Process for producing a quick-coo","-&gt;Automatic noodle cooker -&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Processor for continuously cooking grains -&gt;Process for producing a quick-cooking rice -&gt;","-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Process for continuous rice cooking by steaming and apparatus therefor -&gt;Process for producing a quick-cooking rice -&gt;","-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;",Apparatus for the discontinuous preparation of portioned pasta products 
414403545,false,,finalized,5,2/15/2014 21:36:30,"-&gt;5-benzyl barbiturate derivatives -&gt;3'-amino-2',3'-dideoxycytidine and the pharmacologically acceptable -&gt;",0.6,Organic Compounds  Part of the Class 532570 Series,-&gt;Methods for increasing uridine levels with L-nucleosides -&gt;5-benzyl barbiturate derivatives -&gt;2-Substituted arabinofuranosyl nucleosides and nucleotides -&gt;,"-&gt;Therapeutic nucleosides -&gt;2',3'-dideoxy-5-substituted uridines and related compounds as antiviral -&gt;2-Substituted arabinofuranosyl nucleosides and nucleotides -&gt;","-&gt;Methods for increasing uridine levels with L-nucleosides -&gt;Therapeutic nucleosides -&gt;2',3'-dideoxy-5-substituted uridines and related compounds as antiviral -&gt;","-&gt;5-benzyl barbiturate derivatives -&gt;3'-amino-2',3'-dideoxycytidine and the pharmacologically acceptable -&gt;",-&gt;Treatment of viral infections -&gt;2-Substituted arabinofuranosyl nucleosides and nucleotides -&gt;,Methods and compositions for inhibiting uridine secretion 
414403546,false,,finalized,5,2/15/2014 21:10:16,-&gt;Multiple channel optical flying spot triangulation ranger system -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Automatic focusing device -&gt;Focus detecting apparatus -&gt;Sonar controlled lens focus apparatus -&gt;,0.4,Photography,-&gt;Coded aperture light detector for three dimensional camera -&gt;Digital auto focus system utilizing a photodetector array -&gt;,-&gt;Coded aperture light detector for three dimensional camera -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Automatic focusing device -&gt;Focus detecting apparatus -&gt;Sonar controlled lens focus apparatus -&gt;,-&gt;Coded aperture light detector for three dimensional camera -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Distance detecting device -&gt;,-&gt;Variable depth range camera -&gt;Coded aperture light detector for three dimensional camera -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Automatic focusing device -&gt;Focus detecting apparatus -&gt;Sonar controlled lens fo,-&gt;Multiple channel optical flying spot triangulation ranger system -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Automatic focusing device -&gt;Focus detecting apparatus -&gt;Sonar controlled lens focus apparatus -&gt;,Optical fiber based sensor for a variable depth range camera 
414403547,false,,finalized,5,2/15/2014 21:09:36,-&gt;Optical recording and retrieving disc -&gt;Record carrier having an optically readable information structure -&gt;Optical record carrier and apparatus for reading it -&gt;,0.4,Dynamic Information Storage or Retrieval,-&gt;Optical recording and retrieving disc -&gt;Optical record carrier and apparatus for reading it -&gt;High density video disk having two pit depths -&gt;,-&gt;Compatible optical disk -&gt;Information recording medium having Al-Ti alloy reflective layer -&gt;Metallized information carrying discs -&gt;Method for making video discs and video disc molds -&gt;,-&gt;Optical recording and retrieving disc -&gt;Record carrier having an optically readable information structure -&gt;High density video disk having two pit depths -&gt;,-&gt;Optical recording and retrieving disc -&gt;Record carrier having an optically readable information structure -&gt;Optical record carrier and apparatus for reading it -&gt;,-&gt;Compatible optical disk -&gt;Information recording medium having Al-Ti alloy reflective layer -&gt;Magneto-optical disk memory -&gt;Multilayer information disc -&gt;,Recordable optical disk and method of manufacturing the same 
414403548,false,,finalized,5,2/15/2014 21:42:44,-&gt;Process for the inhibition of spread of fire and for protection against -&gt;Sealing element for components of buildings -&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;,0.8,Movable or Removable Closures,-&gt;Inspection cover arrangement -&gt;Door -&gt;Smoke stop -&gt;,-&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;Smoke stop -&gt;,-&gt;Process for the inhibition of spread of fire and for protection against -&gt;Sealing element for components of buildings -&gt;Fire resistant seals -&gt;Smoke stop -&gt;,-&gt;Process for the inhibition of spread of fire and for protection against -&gt;Sealing element for components of buildings -&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;Fire resistant seals -&gt;,-&gt;Process for the inhibition of spread of fire and for protection against -&gt;Sealing element for components of buildings -&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;,Firecode access panel 
414403549,false,,finalized,5,2/15/2014 21:11:57,-&gt;Vibration isolator and shock absorber device with conical disc springs -&gt;Shock absorber assembly -&gt;Shock absorber assembly -&gt;,0.2,Shock absorber for well drilling pipe ,-&gt;Hydraulic shock absorber -&gt;Drill string shock absorber -&gt;Drill string splined resilient tubular telescopic joint for balanced -&gt;,-&gt;Hydraulic shock absorber -&gt;Shock absorbing subassembly -&gt;,-&gt;Drill string shock absorber -&gt;Drill string splined resilient tubular telescopic joint for balanced -&gt;,-&gt;Roller Belleville spring damper -&gt;,-&gt;Vibration isolator and shock absorber device with conical disc springs -&gt;Shock absorber assembly -&gt;Shock absorber assembly -&gt;,Tool for maintaining wellbore penetration 
414403550,false,,finalized,5,2/15/2014 21:10:08,-&gt;Color photographic light-sensitive material -&gt;Silver halide photographic light-sensitive material suitable for rapid -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,0.4,Light-sensitive silver halide color photographic material ,-&gt;Silver halide photographic light-sensitive material with excellent color -&gt;Silver halide photographic light-sensitive material -&gt;Silver halide photographic light-sensitive material -&gt;,-&gt;Silver halide color photographic materials -&gt;Color photographic light-sensitive material -&gt;Silver halide color photographic light-sensitive material -&gt;Silver halide color photographic materials -&gt;,-&gt;Color photographic light-sensitive material -&gt;Silver halide photographic light-sensitive material suitable for rapid -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,-&gt;Silver halide photographic light-sensitive material with excellent color -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,-&gt;Color photographic light-sensitive material -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,Silver halide color photographic light sensitive material 
414403551,false,,finalized,5,2/15/2014 21:10:24,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Method for forming variable width isolation structures -&gt;Isolation for high density integrated circuits -&gt;Integrated circuit having a sublayer electrical contact and fabrication -&gt;,0.6,Semiconductor Device Manufacturing Process,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Structure for a substrate tap in a bipolar structure -&gt;Semiconductor IC with dual groove isolation -&gt;Silicon integrated circuits -&gt;Fabrication of moat resistor ram cell utilizing p,-&gt;Method for producing semiconductor chips -&gt;Process for forming extremely thin edge-connectable integrated circuit -&gt;Double sided hybrid mosaic focal plane -&gt;Method of making silicon-insulator-polysilicon infrared imaging device -&gt;Semiconductor Device Ma,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Three-dimensional integrated circuit and manufacturing method thereof -&gt;Isolation for high density integrated circuits -&gt;Silicon integrated circuits -&gt;Fabrication of moat resistor ,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Method for forming variable width isolation structures -&gt;Isolation for high density integrated circuits -&gt;Integrated circuit having a sublayer electrical contact and fabrication -&gt;,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Method for forming variable width isolation structures -&gt;Isolation for high density integrated circuits -&gt;Silicon integrated circuits -&gt;Fabrication of moat resistor ram cell utiliz,Semiconductor device with plated heat sink 
414403552,false,,finalized,5,2/15/2014 21:15:29,-&gt;Paint roller tray and ladder attachment -&gt;Accessory container for ladder -&gt;Detachable tray for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Paint tray support -&gt;,0.4,Supports,-&gt;Ladder caddy -&gt;Tray for use with ladders -&gt;Ladder-mountable device -&gt;,-&gt;Detachable tray for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Paint tray support -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Paint tray support -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Accessory container for ladder -&gt;Adjustable implement holder for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Paint tray support -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Accessory container for ladder -&gt;Detachable tray for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Paint tray support -&gt;,Attachment for a ladder 
